4.011797013589288419e+00,3.982468272183610658e+00,3.917460223048327528e+00,4.206495264263778289e+00,5.026880534453962213e+00,5.027277783165417624e+00,5.027436682650000321e+00,4.353310386293842704e+00,3.889205624696944419e+00,3.662119946515420388e+00,3.066032519799580136e+00,2.724789943723643137e+00,2.498867378814816576e+00,2.247680879262970333e+00,2.019525415460569739e+00,1.789008437045418232e+00,1.554273141631279609e+00,1.263996285466594038e+00,1.047248618070147019e+00,8.351626900980061441e-01
4.157263380205807657e+00,4.122362243413609129e+00,4.126499304994342587e+00,4.423346242120575589e+00,5.027459382576369151e+00,5.027600999162466167e+00,5.027714756748020264e+00,4.182988071763373839e+00,3.770939008314925456e+00,3.579345954779735717e+00,3.079481545175366985e+00,2.781290318409568307e+00,2.568048241914865581e+00,2.302113883950217765e+00,1.945908006523943357e+00,1.759691482139970731e+00,1.530110101826410274e+00,1.327731622406026490e+00,9.712492645870373087e-01,8.174165067516934169e-01
4.138112936554313670e+00,3.980765777705943087e+00,3.950300412889195645e+00,4.172187708719274468e+00,5.027238058294273060e+00,5.027089090027476281e+00,5.027039433938544910e+00,4.934809633101663984e+00,3.646202912917766881e+00,3.108411863584936263e+00,2.962299531275254694e+00,2.673023019593054439e+00,2.629049005980281351e+00,2.477099955102993523e+00,2.119218590952355097e+00,1.902559143724296575e+00,1.595702957814772782e+00,1.161451947632132109e+00,8.376978591474791846e-01,6.577983631367824158e-01
3.844430019934271137e+00,3.828477646678520419e+00,3.858400534845790819e+00,3.990609600775820276e+00,4.631432081931323275e+00,5.027405986158661300e+00,5.013706322641315438e+00,5.027459382576369151e+00,5.027612607079359641e+00,3.374779893324713065e+00,2.854229824999633180e+00,2.761013609180539952e+00,2.510389397122999799e+00,2.318399094876353761e+00,1.967540520446097174e+00,1.663415419427832775e+00,1.507733649408257381e+00,1.190811805398416245e+00,9.602635320393201335e-01,8.063007655347722569e-01
3.943482458256145851e+00,3.861012316146759549e+00,3.919850525294974464e+00,4.146724939389041076e+00,4.107529647207488033e+00,4.680967706481331092e+00,5.027459382576369151e+00,5.027649752413418049e+00,5.027204008404719815e+00,5.026999709067400346e+00,3.245509487635364732e+00,2.774128233686468104e+00,2.679154950703086957e+00,2.513152081343580146e+00,2.133266749930205819e+00,1.686807693550994136e+00,1.441019339671158139e+00,1.140562340391142682e+00,9.639455632778408667e-01,8.198736705996445551e-01
4.112618736556799881e+00,4.043298399870696613e+00,4.034643537035131899e+00,4.064443381283335377e+00,4.054628130512083928e+00,3.680466299192411306e+00,4.669889255697429853e+00,5.027156125747534787e+00,5.026627884273477065e+00,5.026430921139631636e+00,4.801532174500786176e+00,2.927875092936803814e+00,2.608757206459291655e+00,2.417943946985615433e+00,2.159352060772587567e+00,1.897184936156457224e+00,1.542531108652136940e+00,1.284423897615234234e+00,1.086436945501564999e+00,9.684540781991567426e-01
4.033123157875832199e+00,3.949422854372070191e+00,3.860041894294488962e+00,3.831927519579176433e+00,3.798547793761112512e+00,3.689605172135121958e+00,3.677428467314163285e+00,4.720455518168595432e+00,5.027637034174038178e+00,5.028174430256989957e+00,5.026865637627282446e+00,5.026840809582817649e+00,2.848845299283443211e+00,2.595593828702410732e+00,2.215396476482948351e+00,2.016700048488766939e+00,1.706627050854430783e+00,1.456000517213512424e+00,1.261266103413315243e+00,6.460975829084444344e-01
4.088857152093098080e+00,4.110357335762670594e+00,4.097335574591886243e+00,4.076219461563867164e+00,3.991214837562631068e+00,3.813159637669446322e+00,3.776148925165669912e+00,3.671578077199994183e+00,4.689905802489088948e+00,5.026723440645342933e+00,5.027683667718427785e+00,5.026959984196253117e+00,5.026761359840525856e+00,3.028083917892355093e+00,2.316690925417093538e+00,1.984591002639943813e+00,1.688097333117827947e+00,1.451046258283497759e+00,1.201007085237374206e+00,1.008334237477408690e+00
4.017696156954408515e+00,4.094986132212704355e+00,4.052194707377638316e+00,4.012842970432279444e+00,3.981093507892892625e+00,3.724412671731049063e+00,3.821985467737011088e+00,3.804319250040407496e+00,3.601989131332723026e+00,4.756992597381605847e+00,5.026483285742505913e+00,5.027079158809691251e+00,5.026959984196253117e+00,5.027165702278972859e+00,2.667914401163730354e+00,2.017331519167756326e+00,1.639614546630030700e+00,1.299244885904462521e+00,1.063390308711815280e+00,7.913126232422823536e-01
4.026489104394518570e+00,3.942858716663971919e+00,3.926501603721064271e+00,3.830673864554711372e+00,3.812570673275505584e+00,3.405351019162042192e+00,3.596955422660416790e+00,3.669737061580733872e+00,3.655391997884126276e+00,3.573920672377565388e+00,5.026897559398740611e+00,5.026723440645342045e+00,5.027109716402880402e+00,5.026840809582814096e+00,4.814551098180772648e+00,2.087828720043492847e+00,1.761864484182376511e+00,1.403381829936671155e+00,1.241524519153063055e+00,1.005709062426179079e+00
